,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
559,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,59,Never,Female
560,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,+4,40,Once a week,Male
561,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,39,Once a month,Female
562,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,0,46,Every three months,Female
563,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,I love it!+5,25,Once a week,Male
564,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,48,Every three months,Male
565,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,56,Once a week,Female
566,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,46,Once a year,Female
567,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Male
568,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,I hate it!-5,55,Once a year,Female
569,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,63,More than once a week,Male
570,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,58,Every three months,Male
571,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,18,Once a month,Male
572,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,60,Every three months,Male
573,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,63,Once a year,Female
574,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,30,Once a month,Female
575,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,I hate it!-5,67,Never,Female
576,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,I hate it!-5,65,Never,Female
577,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,61,Once a month,Female
578,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+2,52,Once a week,Male
579,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-3,23,Once a year,Female
580,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-4,41,Every three months,Female
581,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,57,Every three months,Male
582,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,46,Once a year,Female
583,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-2,36,Every three months,Male
584,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I hate it!-5,54,Never,Male
585,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,37,Once a month,Male
586,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,33,Once a week,Female
587,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,26,Once a week,Male
588,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,+4,27,Once a week,Male
589,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,34,Once a year,Male
590,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+2,49,Once a month,Male
591,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,34,Once a week,Female
592,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+3,37,Once a month,Female
593,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,-4,62,Once a year,Male
594,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,54,Once a month,Male
595,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-3,37,Once a year,Female
596,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,57,Every three months,Male
597,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,48,Every three months,Male
598,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,59,Never,Female
599,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,52,Once a month,Female
600,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,36,Every three months,Female
601,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,35,Every three months,Male
602,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,43,Once a year,Male
603,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,60,Never,Female
604,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,32,Never,Female
605,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,62,Once a week,Male
606,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,45,Once a month,Male
607,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,45,Once a month,Male
608,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,34,Once a month,Male
609,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,55,Once a year,Male
610,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,-1,36,Every three months,Male
611,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,29,Once a year,Male
612,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,64,Once a month,Female
613,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,66,Once a month,Female
614,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,49,Once a month,Female
615,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,25,Every three months,Female
616,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,58,Once a month,Female
617,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,56,Once a year,Female
618,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,+3,29,Every three months,Female
619,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,70,Once a year,Female
620,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,37,Every three months,Female
621,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,38,Once a week,Male
622,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,0,59,Once a year,Female
623,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,20,Every three months,Female
624,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,69,Once a month,Female
625,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,66,Once a month,Female
626,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,53,Once a month,Female
627,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,60,Never,Female
628,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,38,Once a week,Female
629,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,34,Every three months,Female
630,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,+2,45,Every three months,Female
631,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,30,Every three months,Male
632,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,38,Never,Male
633,Yes,Yes,No,No,No,Yes,No,No,No,No,No,+1,55,Once a month,Male
634,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+2,35,Once a month,Female
635,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,-3,49,Once a year,Female
636,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,60,Once a year,Female
637,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,-2,48,Every three months,Female
638,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,43,Once a month,Female
639,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-4,39,Once a year,Male
640,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,23,Once a week,Male
641,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,51,Once a month,Female
642,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,21,Never,Female
643,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,70,Once a year,Female
644,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,56,Once a year,Male
645,No,No,No,Yes,No,No,No,No,Yes,No,Yes,-1,33,Once a year,Female
646,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,58,Every three months,Male
647,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,+3,23,Once a month,Female
648,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,63,Every three months,Female
649,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,33,Once a month,Female
650,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,+1,51,Once a year,Female
651,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,27,Once a month,Male
652,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+2,51,Once a month,Male
653,No,No,No,No,No,No,No,No,No,No,No,-3,69,Never,Male
654,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,59,Every three months,Female
655,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,40,Once a month,Male
656,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,20,Once a month,Female
657,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,28,Never,Male
658,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,+1,31,Once a month,Male
659,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,32,Every three months,Female
660,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,34,Once a week,Female
661,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,62,Once a week,Male
662,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,33,Every three months,Female
663,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,-1,51,Once a month,Female
664,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,36,Every three months,Male
665,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+4,22,Once a month,Female
666,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,51,Never,Female
667,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,42,Never,Male
668,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,+2,24,Once a month,Male
669,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,18,Once a month,Male
670,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,26,Once a year,Female
671,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,57,Never,Male
672,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,59,Once a week,Male
673,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,38,Every three months,Female
674,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,26,More than once a week,Female
675,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,31,Once a month,Male
676,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,27,Once a year,Female
677,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-3,55,Never,Male
678,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,47,More than once a week,Male
679,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-4,52,Never,Male
680,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,58,Once a week,Male
681,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,30,Every three months,Female
682,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-1,38,Every three months,Female
683,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,49,Once a week,Female
684,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,+3,37,Once a month,Male
685,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,39,Once a month,Male
686,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,60,Once a week,Male
687,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+3,50,Once a week,Male
688,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,25,Once a week,Male
689,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Male
690,No,No,No,Yes,No,No,No,No,Yes,No,Yes,-3,62,Once a year,Male
691,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,37,Once a year,Male
692,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,+2,68,Every three months,Male
693,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,24,Once a month,Female
694,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,+1,26,Once a week,Male
695,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,49,Once a month,Female
696,No,Yes,No,No,No,No,No,No,Yes,No,No,-2,43,Once a week,Male
697,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+4,53,Once a month,Female
698,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,41,Once a month,Male
699,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,35,Every three months,Female
700,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,60,Never,Male
701,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,35,Once a week,Male
702,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,54,Every three months,Male
703,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+4,23,Once a week,Female
704,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,0,41,Once a year,Female
705,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,57,Once a year,Female
706,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,64,Never,Female
707,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,59,Once a month,Female
708,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,38,Once a month,Female
709,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,66,Every three months,Male
710,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,49,Once a week,Female
711,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,48,Every three months,Female
712,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,I hate it!-5,63,Once a year,Female
713,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,64,Every three months,Female
714,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,56,Every three months,Female
715,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,24,More than once a week,Female
716,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,0,57,Once a year,Female
717,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,59,Once a year,Male
718,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,39,Once a month,Female
719,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female
720,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,0,65,Once a year,Male
721,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,55,Every three months,Male
722,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,34,Once a year,Female
723,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,31,Once a week,Female
724,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,23,Once a month,Female
725,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,42,Once a month,Female
726,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,31,Once a year,Male
727,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,32,Once a month,Female
728,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,49,Every three months,Female
729,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,0,59,Once a month,Male
730,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I love it!+5,21,More than once a week,Female
731,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,25,Once a month,Female
732,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,24,Once a month,Male
733,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I hate it!-5,58,Never,Male
734,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,54,Every three months,Male
735,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Male
736,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,31,Once a month,Male
737,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,+1,21,Once a month,Female
738,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,48,Once a month,Male
739,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,30,Every three months,Female
740,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+2,36,Once a week,Female
741,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,21,Every three months,Female
742,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,63,Every three months,Female
743,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,+1,33,Once a week,Male
744,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Female
745,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,20,Once a month,Male
746,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,56,Once a month,Female
747,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,38,Every three months,Female
748,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,43,Every three months,Male
749,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,18,Every three months,Male
750,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,+3,19,Once a week,Male
751,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,-2,43,Every three months,Male
752,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Male
753,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,54,Once a month,Female
754,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,23,Once a week,Male
755,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,40,Every three months,Male
756,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,+2,52,Every three months,Female
757,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,35,Every three months,Male
758,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+1,41,Once a month,Male
759,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,60,Once a year,Male
760,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,66,Every three months,Female
761,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-1,45,Every three months,Male
762,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,39,Once a month,Male
763,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+1,49,Once a year,Female
764,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,58,Once a month,Female
765,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,32,Every three months,Female
766,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,+3,34,Once a month,Female
767,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,50,Once a month,Female
768,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,58,Never,Female
769,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-3,34,Once a year,Female
770,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Every three months,Female
771,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,46,Once a month,Male
772,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,54,Once a year,Female
773,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,29,Once a month,Male
774,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,38,Once a month,Female
775,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,+2,52,Every three months,Female
776,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,32,Once a month,Female
777,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,65,Once a month,Female
778,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,0,44,Every three months,Male
779,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,-1,42,Once a month,Male
780,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,37,Once a month,Female
781,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,0,24,More than once a week,Male
782,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0,69,Never,Female
783,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,39,Once a month,Male
784,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,+4,55,Once a month,Male
785,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,47,Every three months,Female
786,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,46,Once a month,Female
787,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,63,Every three months,Female
788,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female
789,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+3,34,Every three months,Female
790,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,30,Once a week,Male
791,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,37,Once a year,Female
792,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,48,Once a month,Male
793,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,32,Once a month,Female
794,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,-1,24,Once a year,Female
795,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,65,Every three months,Male
796,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,64,Every three months,Male
797,No,Yes,No,No,No,Yes,No,No,No,No,No,0,64,Every three months,Male
798,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,50,Once a month,Male
799,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,55,Once a month,Male
800,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-2,70,Once a year,Male
801,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,-2,35,Never,Female
802,No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,24,Never,Male
803,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,18,Once a year,Male
804,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,30,Once a month,Female
805,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,59,Once a year,Male
806,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,64,Once a month,Male
807,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,-3,62,Once a year,Male
808,No,Yes,No,Yes,No,No,No,No,Yes,No,No,-3,63,Once a year,Female
809,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,+3,36,Once a week,Male
810,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,32,Every three months,Male
811,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,61,Once a week,Female
812,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,42,Once a week,Female
813,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,43,Once a month,Female
814,No,Yes,No,Yes,No,No,No,No,No,No,No,0,44,Once a year,Female
815,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,19,Once a week,Male
816,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,53,Every three months,Female
817,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,32,Every three months,Male
818,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,52,Once a month,Female
819,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-3,60,Never,Male
820,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-1,53,Every three months,Female
821,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,33,Once a year,Female
822,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,I love it!+5,40,Once a month,Female
823,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,-2,63,Once a year,Male
824,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+3,47,Once a week,Male
825,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,25,Once a month,Female
826,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,38,Every three months,Male
827,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female
828,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,0,57,Once a year,Male
829,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,56,Once a week,Female
830,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,35,Every three months,Male
831,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Male
832,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,37,Every three months,Female
833,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,+1,63,Once a week,Male
834,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,+1,57,Once a year,Male
835,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,53,Once a year,Female
836,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+2,49,Once a week,Female
837,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,56,Never,Male
838,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+1,50,Once a month,Male
839,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,59,Once a year,Female
840,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,32,Once a month,Female
841,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+4,44,Once a month,Female
842,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+1,34,Once a month,Female
